action,timestamp,extracted_id,extracted_name,extracted_path
DELETE,2025-08-13 09:21:53.696,55ca025e-bf6a-45eb-bec4-3f332fa68f7b,manoj_iceberg_table1,nuskin.\manoj-wellsfargo\.manoj_iceberg_table1
